birthdate,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,teamNegative,numberJourney,team,isLocal,pointsJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
31/12/1995,0,20.2,0000783340_5-6_03.jpg,TRUE,11,Touré,21,20250207T165658+0000,341667,213,FALSE,FALSE,370000,Boubacar Touré,0000783335_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002729,fit,breogan_00.png,COT,288,Dakar,Senegal,6.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.8,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,B. Touré,Río Breogán,29,-6.5
15/05/1998,0,32.5,0000570814_5-6_03.jpg,TRUE,11,Vila,4,20240909T150142+0000,273438,209,TRUE,FALSE,200000,Eric Vila,0000570800_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211456,fit,breogan_00.png,JFL,208,Girona,España,5.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.5,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,E. Vila,Río Breogán,27,-21.6
19/01/2000,0,26,0000775437_5-6_03.jpg,TRUE,11,Kurucs,47,20240909T150133+0000,264800,193,TRUE,FALSE,110000,Arturs Kurucs,0000775436_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211887,fit,breogan_00.png,JFL,167,Cesis,Letonia,5.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.3,https://supermanager.acb.com/files/logo/breogan_00.png,3,FALSE,A. Kurucs,Río Breogán,25,-15.4
17/08/1991,0,12.1,0000570831_5-6_03.jpg,TRUE,11,Quintela,23,20240909T093407+0000,135909,184,TRUE,FALSE,130000,Erik Quintela,0000570818_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001182,fit,breogan_00.png,JFL,85,Lugo,España,2.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.7,https://supermanager.acb.com/files/logo/breogan_00.png,1,FALSE,E. Quintela,Río Breogán,33,-6.7
22/02/2006,0,2.3,0000566929_5-6_03.jpg,TRUE,9,Carot,10,20241201T174123+0000,100000,203,TRUE,FALSE,100000,Jorge Carot,0000566924_5-6_03.jpg,NA,fit,1654748673.png,JFL,258,Valencia,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,J. Carot,Valencia Basket,19,1.7
30/01/2000,0,7.6,0000814041_5-6_03.jpg,TRUE,9,Soriano,12,20250522T081749+0000,330000,208,FALSE,FALSE,330000,Joel Soriano,0000814035_5-6_03.jpg,NA,fit,1654748673.png,COT,320,Nueva York,República Dominicana,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.6,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,J. Soriano,Valencia Basket,25,5.6
07/05/1996,0,41.6,0000566644_5-6_03.jpg,TRUE,9,Happ,22,20240909T150137+0000,297282,208,FALSE,FALSE,670000,Ethan Happ,0000566638_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001954,injured,1654748673.png,EUR,187,Milan (Illinois),Macedonia del Norte,-0.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,36.3,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,E. Happ,Valencia Basket,29,30.9
10/03/1998,0,25.9,0000809841_5-6_03.jpg,TRUE,11,Hughes,11,20250418T111932+0000,132002,198,FALSE,FALSE,350000,Elijah Hughes,0000809831_5-6_03.jpg,NA,fit,breogan_00.png,EXT,316,New York,EE.UU.,-0.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,23.1,https://supermanager.acb.com/files/logo/breogan_00.png,3,TRUE,E. Hughes,Río Breogán,27,20.3
20/10/2005,0,10,0000566941_5-6_03.jpg,TRUE,9,Marí,23,20241201T174123+0000,72250,197,TRUE,FALSE,100000,Lucas Marí,0000566931_5-6_03.jpg,NA,fit,1654748673.png,JFL,257,Valencia,España,-2.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,9.3,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,L. Marí,Valencia Basket,19,8.7
02/04/1989,0,117.2,0000564894_5-6_03.jpg,TRUE,7,Shermadini,19,20240909T093402+0000,1037333,217,FALSE,FALSE,800000,Giorgi Shermadini,0000564886_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210659,fit,2425LaLagunaTenerifeLogo.png,EUR,54,Mtskheta,Georgia,20.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,20.7,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,G. Shermadini,La Laguna Tenerife,36,-75.7
25/05/1983,0,111.6,0000569150_5-6_03.jpg,TRUE,7,Huertas,9,20240909T093403+0000,1014138,191,FALSE,FALSE,600000,Marcelinho Huertas,0000569143_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20201760,fit,2425LaLagunaTenerifeLogo.png,EUR,56,Sao Paulo,Italia,20.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,20.3,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,M. Huertas,La Laguna Tenerife,42,-71
17/09/1997,0,111.4,0000567117_5-6_03.jpg,TRUE,10,Alston,21,20240909T150140+0000,913333,206,FALSE,FALSE,600000,Derrick Alston Jr.,0000567112_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003416,fit,75632.png,EXT,200,Texas,EE.UU.,18.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,18.3,https://supermanager.acb.com/files/logo/75575.png,5,TRUE,D. Alston Jr.,BAXI Manresa,27,-74.9
23/12/1992,0,63.5,0000564880_5-6_03.jpg,TRUE,7,Guerra,35,20240909T093404+0000,765500,214,TRUE,FALSE,360000,Fran Guerra,0000564866_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209934,injured,2425LaLagunaTenerifeLogo.png,JFL,65,Las Palmas de Gran Canaria,España,15.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,15.3,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,F. Guerra,La Laguna Tenerife,32,-32.9
25/08/1997,0,78.5,0000567041_5-6_03.jpg,TRUE,10,Hunt,24,20240909T150140+0000,694667,191,FALSE,FALSE,400000,Cameron Hunt,0000567032_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003415,fit,75632.png,EXT,201,Nebraska,EE.UU.,13.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.9,https://supermanager.acb.com/files/logo/75575.png,3,TRUE,C. Hunt,BAXI Manresa,27,-50.7
02/08/1991,0,64.1,0000564827_5-6_03.jpg,TRUE,7,Fitipaldo,6,20240909T093403+0000,635000,183,FALSE,FALSE,210000,Bruno Fitipaldo,0000564816_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212972,fit,2425LaLagunaTenerifeLogo.png,EUR,58,Montevideo,Italia,12.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.7,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,B. Fitipaldo,La Laguna Tenerife,33,-38.7
14/01/1997,0,65.4,0000564851_5-6_03.jpg,TRUE,7,Kramer,1,20240909T093403+0000,594828,196,FALSE,FALSE,220000,David Kramer,0000564842_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002716,fit,2425LaLagunaTenerifeLogo.png,EUR,57,Myjava,Alemania,11.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.9,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,D. Kramer,La Laguna Tenerife,28,-41.6
30/07/1997,0,68.6,0000567150_5-6_03.jpg,TRUE,10,Cate,97,20240909T150141+0000,562121,207,TRUE,FALSE,540000,Emanuel Cate,0000567141_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210914,fit,75632.png,JFL,205,Bucarest,Rumanía,11.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.2,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,E. Cate,BAXI Manresa,27,-46.1
05/12/1985,0,62.3,0000564802_5-6_03.jpg,TRUE,7,Doornekamp,42,20240909T093402+0000,551000,201,FALSE,FALSE,215000,Aaron Doornekamp,0000564799_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212189,fit,2425LaLagunaTenerifeLogo.png,EUR,52,Napanee,Países Bajos,11,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,A. Doornekamp,La Laguna Tenerife,39,-40.2
26/09/1991,0,58.6,0000565044_5-6_03.jpg,TRUE,7,Scrubb,11,20240909T093402+0000,518333,198,FALSE,FALSE,625000,Thomas Scrubb,0000565038_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001166,fit,2425LaLagunaTenerifeLogo.png,EUR,53,Montreal,Reino Unido,10.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.4,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,T. Scrubb,La Laguna Tenerife,33,-37.8
17/09/1989,0,53.8,0000565070_5-6_03.jpg,TRUE,7,Abromaitis,21,20240909T093403+0000,476000,203,FALSE,FALSE,350000,Tim Abromaitis,0000565058_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211625,fit,2425LaLagunaTenerifeLogo.png,EUR,55,Waterbury (Connecticut),EE.UU.,9.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.5,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,T. Abromaitis,La Laguna Tenerife,35,-34.7
04/06/1993,0,31,0000564937_5-6_03.jpg,TRUE,7,Fernández,3,20240909T093404+0000,456000,186,TRUE,FALSE,370000,Jaime Fernández,0000564927_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204124,fit,2425LaLagunaTenerifeLogo.png,JFL,63,Madrid,España,9.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.1,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,J. Fernández,La Laguna Tenerife,31,-12.8
14/04/2006,0,52.4,0000567241_5-6_03.jpg,TRUE,10,Saint-Supery,17,20240909T150140+0000,440625,194,TRUE,FALSE,140000,Mario Saint-Supery,0000567230_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213210,fit,75632.png,JFL,203,Málaga,España,8.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.8,https://supermanager.acb.com/files/logo/75575.png,1,FALSE,M. Saint-Supery,BAXI Manresa,19,-34.8
06/07/1993,0,51.8,0000567306_5-6_03.jpg,TRUE,10,Obasohan,32,20240909T150139+0000,435625,191,FALSE,FALSE,350000,Retin Obasohan,0000567284_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003414,injured,75632.png,EUR,197,Borgerhout,Bélgica,8.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.7,https://supermanager.acb.com/files/logo/75575.png,1,FALSE,R. Obasohan,BAXI Manresa,31,-34.4
17/12/1993,0,42.4,0000566990_5-6_03.jpg,TRUE,10,Reyes,8,20240909T150141+0000,407778,202,TRUE,FALSE,200000,Álex Reyes,0000566978_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204133,fit,75632.png,JFL,207,Cáceres,España,8.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.2,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,A. Reyes,BAXI Manresa,31,-26.1
21/10/1997,0,38.1,0000567026_5-6_03.jpg,TRUE,10,Massa,11,20240909T150140+0000,366667,208,FALSE,FALSE,450000,Bodian Massa,0000567016_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003419,fit,75632.png,EUR,199,Marseille,Francia,7.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.3,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,B. Massa,BAXI Manresa,27,-23.5
23/01/2003,0,13.4,0000783319_5-6_03.jpg,TRUE,10,Traore,94,20250228T171931+0000,352000,203,FALSE,FALSE,480000,Armel Traore,0000783312_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003917,injured,75632.png,EUR,297,Creteil,Francia,7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,A. Traore,BAXI Manresa,22,0.7
10/12/1991,0,30.9,0000564961_5-6_03.jpg,TRUE,7,Sastre,15,20240909T093404+0000,314800,201,TRUE,FALSE,200000,Joan Sastre,0000564949_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203882,fit,2425LaLagunaTenerifeLogo.png,JFL,62,Inca,España,6.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.3,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,J. Sastre,La Laguna Tenerife,33,-18.3
28/02/1990,0,37.7,0000567104_5-6_03.jpg,TRUE,10,Pérez,55,20240909T150141+0000,309091,184,TRUE,FALSE,310000,Dani Pérez,0000567081_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203826,fit,75632.png,JFL,206,L'Hospitalet de Llobregat,España,6.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.2,https://supermanager.acb.com/files/logo/75575.png,1,FALSE,D. Pérez,BAXI Manresa,35,-25.3
28/08/2001,0,36.5,0000567228_5-6_03.jpg,TRUE,10,Steinbergs,12,20240909T150140+0000,306563,208,FALSE,FALSE,260000,Marcis Steinbergs,0000567213_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000133,fit,75632.png,EUR,198,Riga,Letonia,6.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.1,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,M. Steinbergs,BAXI Manresa,23,-24.2
15/07/1997,0,20.6,0000567194_5-6_03.jpg,TRUE,10,Jou,5,20240909T150141+0000,303333,195,TRUE,FALSE,160000,Guillem Jou,0000567176_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210815,fit,75632.png,JFL,204,Llagostera,España,6.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.1,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,G. Jou,BAXI Manresa,27,-8.5
14/09/2001,0,20.9,0000567325_5-6_03.jpg,TRUE,10,Vescovi,4,20240909T150139+0000,226957,191,FALSE,FALSE,220000,Santiago Vescovi,0000567309_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003418,fit,75632.png,EUR,196,Montevideo,Italia,4.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.5,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,S. Vescovi,BAXI Manresa,23,-11.8
13/02/2003,0,25,0000567272_5-6_03.jpg,TRUE,10,Sagnia,13,20240909T150140+0000,210000,201,TRUE,FALSE,250000,Musa Sagnia,0000567262_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000645,fit,75632.png,JFL,202,Fajara,Gambia,4.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.2,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,M. Sagnia,BAXI Manresa,22,-16.6
25/04/2000,0,5.7,0000795075_5-6_03.jpg,TRUE,7,Drell,7,20250320T135527+0000,184000,206,FALSE,FALSE,360000,Henri Drell,0000795078_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003922,fit,2425LaLagunaTenerifeLogo.png,EUR,303,Tallin,Estonia,4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.2,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,H. Drell,La Laguna Tenerife,25,-3.2
13/10/2002,0,12.7,0000809300_5-6_03.jpg,TRUE,7,Badji,16,20250411T100923+0000,218167,215,TRUE,FALSE,300000,Ibou Badji,0000809296_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000106,injured,2425LaLagunaTenerifeLogo.png,JFL,315,Thionck Essyl,Senegal,3.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.4,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,I. Badji,La Laguna Tenerife,22,6.1
25/03/2003,0,6.4,0000564988_5-6_03.jpg,TRUE,7,Kostadinov,2,20240909T093403+0000,97857,203,TRUE,FALSE,110000,Kostas Kostadinov,0000564974_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003367,fit,2425LaLagunaTenerifeLogo.png,JFL,61,Burgas,Bulgaria,2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,K. Kostadinov,La Laguna Tenerife,22,-2.4
27/02/1993,0,6.9,0000564998_5-6_03.jpg,TRUE,7,Costa,13,20240909T093403+0000,80000,187,TRUE,FALSE,400000,Lluís Costa,0000564987_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209470,fit,2425LaLagunaTenerifeLogo.png,JFL,60,Sant Just Desvern,España,1.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.6,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,L. Costa,La Laguna Tenerife,32,-3.7
03/01/2006,0,2.7,0000567258_5-6_03.jpg,TRUE,10,Gaspà,28,20241206T113335+0000,85000,190,TRUE,FALSE,100000,Max Gaspà,0000567254_5-6_03.jpg,NA,fit,75632.png,JFL,261,Barcelona,España,1.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2.2,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,M. Gaspà,BAXI Manresa,19,1.7
18/02/1997,0,3.1,0000775411_5-6_03.jpg,TRUE,10,Sorolla,35,20240909T093414+0000,47143,211,TRUE,FALSE,150000,Jaume Sorolla,0000775399_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210852,fit,75632.png,JFL,135,Roquetes (Tarragona),España,0.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,0.9,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,J. Sorolla,BAXI Manresa,28,-1.2
22/09/2006,0,2.3,0000784632_5-6_03.jpg,TRUE,7,Rodríguez,22,20250203T151438+0000,100000,183,TRUE,FALSE,100000,Rafael Rodríguez,0000784637_5-6_03.jpg,NA,fit,2425LaLagunaTenerifeLogo.png,JFL,286,San Cristobal de la Laguna,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,R. Rodríguez,La Laguna Tenerife,18,1.7
28/09/2006,0,2.3,0000784370_5-6_03.jpg,TRUE,10,Bergseng,29,20250309T111931+0000,100000,208,FALSE,FALSE,100000,Ludvik Bergseng,0000784371_5-6_03.jpg,NA,fit,75632.png,EUR,300,Oslo,Noruega,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,L. Bergseng,BAXI Manresa,18,1.7
06/09/2005,0,2.3,0000784633_5-6_03.jpg,TRUE,7,Riga,90,20250310T140424+0000,100000,201,TRUE,FALSE,100000,Louis Riga,0000784636_5-6_03.jpg,NA,fit,2425LaLagunaTenerifeLogo.png,JFL,301,Paris,Francia,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,L. Riga,La Laguna Tenerife,19,1.7
26/12/1991,0,108.7,0000569702_5-6_03.jpg,TRUE,5,Ennis,31,20240909T150133+0000,890606,188,FALSE,FALSE,550000,Dylan Ennis,0000569688_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212941,fit,2425UCAMMurciapositivo.png,EUR,158,Toronto,Serbia,17.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,17.8,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,D. Ennis,UCAM Murcia,33,-73
02/03/1993,0,92.5,0000565359_5-6_03.jpg,TRUE,8,Brussino,9,20240909T093405+0000,777500,205,FALSE,FALSE,675000,Nico Brussino,0000565354_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212648,fit,75611.png,EUR,69,Las Parejas,Italia,15.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,15.5,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,N. Brussino,Dreamland Gran Canaria,32,-61.4
27/11/1996,0,75.6,0000565138_5-6_03.jpg,TRUE,8,Homesley,5,20240909T093405+0000,668667,198,FALSE,FALSE,550000,Caleb Homesley,0000565125_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003377,fit,75611.png,EXT,66,Carolina del Norte,EE.UU.,13.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13.4,https://supermanager.acb.com/files/logo/75557.png,3,TRUE,C. Homesley,Dreamland Gran Canaria,28,-48.8
23/10/1997,0,67.6,0000569920_5-6_03.jpg,TRUE,5,Birgander,35,20240909T150133+0000,649630,209,FALSE,FALSE,640000,Simon Birgander,0000569905_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212423,fit,2425UCAMMurciapositivo.png,EUR,160,Kvistofta,Suecia,13,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,S. Birgander,UCAM Murcia,27,-41.6
05/02/1998,0,75.6,0000569884_5-6_03.jpg,TRUE,5,Kurucs,0,20240909T150133+0000,651935,203,TRUE,FALSE,400000,Rodions Kurucs,0000569880_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211797,fit,2425UCAMMurciapositivo.png,JFL,163,Cesis,Letonia,13,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,13,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,R. Kurucs,UCAM Murcia,27,-49.5
10/10/1994,0,75.6,0000565317_5-6_03.jpg,TRUE,8,Tobey,18,20240909T093405+0000,635625,213,FALSE,FALSE,540000,Mike Tobey,0000565311_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212399,fit,75611.png,EUR,70,Monroe (Nueva York),Eslovenia,12.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.7,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,M. Tobey,Dreamland Gran Canaria,30,-50.2
08/11/1996,0,54.3,0000775386_5-6_03.jpg,TRUE,5,Gates,4,20240909T093412+0000,631905,201,FALSE,FALSE,420000,Kaiser Gates,0000775376_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003422,fit,2425UCAMMurciapositivo.png,EXT,120,Georgia,EE.UU.,12.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,12.6,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,TRUE,K. Gates,UCAM Murcia,28,-29.1
22/08/2000,0,70.9,0000565193_5-6_03.jpg,TRUE,8,Conditt,4,20240909T093406+0000,595937,211,FALSE,FALSE,500000,George Conditt IV,0000565187_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003388,fit,75611.png,EXT,73,Chicago,EE.UU.,11.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.9,https://supermanager.acb.com/files/logo/75557.png,5,TRUE,G. Conditt,Dreamland Gran Canaria,24,-47.1
21/03/1990,0,61.7,0000565111_5-6_03.jpg,TRUE,8,Albicy,6,20240909T093406+0000,532258,178,FALSE,FALSE,300000,Andrew Albicy,0000565106_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212190,fit,75611.png,EUR,72,Sévres,Francia,10.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.6,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,A. Albicy,Dreamland Gran Canaria,35,-40.5
22/03/1996,0,58.2,0000569788_5-6_03.jpg,TRUE,5,Hakanson,22,20240909T150133+0000,489375,189,TRUE,FALSE,350000,Ludde Hakanson,0000569782_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210498,fit,2425UCAMMurciapositivo.png,JFL,168,Matteus (Estocolmo),Suecia,9.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.8,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,1,FALSE,L. Hakanson,UCAM Murcia,29,-38.7
16/08/1993,0,53.5,0000565239_5-6_03.jpg,TRUE,8,Thomasson,32,20240909T093405+0000,460968,193,FALSE,FALSE,520000,Joe Thomasson,0000565233_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001127,fit,75611.png,EUR,67,Ohio,Georgia,9.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.2,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,J. Thomasson,Dreamland Gran Canaria,31,-35
30/04/1990,0,49,0000565259_5-6_03.jpg,TRUE,8,Shurna,14,20240909T093405+0000,457857,204,FALSE,FALSE,440000,John Shurna,0000565253_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210670,fit,75611.png,EUR,71,Glen Ellyn (Illinois),Lituania,9.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.2,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,J. Shurna,Dreamland Gran Canaria,35,-30.7
